"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"15212","174.368940000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15213","174.373741000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15214","174.390780000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15215","174.411299000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15216","174.424800000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15217","174.431663000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15218","174.445496000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15219","174.452434000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15220","174.463819000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15221","174.472018000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15222","174.473757000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15223","174.492616000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15224","174.510669000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15225","174.531743000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15226","174.552798000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15227","174.569218000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15228","174.573775000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15229","174.580811000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"15230","174.581029000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"15231","174.591290000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15233","174.610671000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15234","174.631295000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15235","174.652250000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15236","174.672587000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15237","174.673723000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15238","174.690776000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15239","174.693662000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15240","174.711887000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15241","174.713911000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15242","174.731045000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15243","174.733719000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15244","174.751249000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15245","174.753680000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15246","174.770853000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15247","174.774465000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15248","174.792200000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15249","174.793783000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15251","174.812393000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15252","174.813787000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15253","174.831839000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15254","174.833710000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15255","174.851052000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15256","174.853611000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15257","174.871247000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15258","174.873844000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15259","174.891846000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15260","174.893581000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15261","174.905025000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15262","174.913406000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15263","174.913903000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15264","174.925512000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15265","174.930975000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15266","174.933806000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15267","174.951872000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15268","174.972132000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15269","174.993500000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15270","175.013204000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15271","175.032968000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15272","175.033573000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15273","175.052010000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15274","175.072233000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15275","175.091511000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15276","175.094858000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15278","175.110720000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15279","175.131046000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15280","175.133696000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15281","175.151934000","128.119.247.197","173.194.207.127","108","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15282","175.155246000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15283","175.170042000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15284","175.192114000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15285","175.213431000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15286","175.230467000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
